sa2_main11,sa2_name11,year,Average Super,Average Investment Income,Average other income,Total income earners,Total income,Average total income,Average Wage and salary income
402051053,Modbury Heights,2010,22044,2790,1858,11587,500,43141,44769
402051054,Redwood Park,2010,26035,4177,1806,9836,425,43209,44478
402051055,St Agnes - Ridgehaven,2010,25504,3729,1940,7445,318,42642,44481
403011056,Brighton (SA),2010,28276,9048,2700,8306,400,48143,48731
403011057,Glenelg (SA),2010,26225,13775,2421,12629,674,53380,50571
403021058,Edwardstown,2010,23649,4417,1557,6967,288,41362,43201
403021059,Hallett Cove,2010,21648,2428,2280,7773,333,42877,44658
403021060,Marino - Seaview Downs,2010,27482,7659,2286,5673,266,46795,47424
403021061,Mitchell Park,2010,23791,3959,1871,7343,290,39468,41627
403021062,Morphettville,2010,24878,7540,2005,7623,340,44654,45273
403021063,Sheidow Park - Trott Park,2010,21558,2399,2281,6063,260,42850,44642
403021064,Warradale,2010,26635,4943,2079,7512,316,42047,44428
403031065,Belair,2010,31696,9120,2703,3045,162,53177,53305
403031066,Bellevue Heights,2010,25384,7480,1659,4418,202,45599,46301
403031067,Blackwood,2010,29945,6545,2215,7392,372,50283,51471
403031068,Colonel Light Gardens,2010,24959,7145,1467,8985,439,48897,49120
403031069,Mitcham (SA),2010,31358,18919,3306,10091,660,65418,56400
403031070,Panorama,2010,23511,6829,1858,4368,188,43014,43966
403041071,Aberfoyle Park,2010,26365,4311,2481,7470,334,44718,45917
403041072,Aldinga,2010,21080,3742,3632,7004,265,37798,39584
403041073,Christie Downs,2010,17393,1985,3395,3949,144,36553,38125
403041074,Christies Beach,2010,20395,2338,3115,5134,194,37791,40683
403041075,Clarendon,2010,30039,10702,3333,1618,80,49126,48276
403041076,Coromandel Valley,2010,29425,6043,2088,2802,139,49610,50937
403041077,Flagstaff Hill,2010,26358,4296,2452,6510,290,44492,45728
403041078,Hackham - Onkaparinga Hills,2010,20521,2442,2807,3113,116,37350,38624
403041079,Hackham West - Huntfield Heights,2010,20462,2441,2805,3642,136,37355,38621
403041080,Happy Valley,2010,25759,4018,2451,8588,382,44417,45705
403041081,Happy Valley Reservoir,2010,0,0,0,0,0,0,0
403041082,Lonsdale,2010,93305,44834,3950,138,9,65376,41300
403041083,McLaren Vale,2010,23868,7391,3373,3468,139,40164,42923
403041084,Morphett Vale - East,2010,22617,1762,2267,7489,289,38563,40418
403041085,Morphett Vale - West,2010,22619,1762,2261,5093,196,38563,40422
403041086,Reynella,2010,21293,1759,2244,5650,218,38567,40468
403041087,Seaford (SA),2010,22521,2732,3424,10052,398,39635,41764
403041088,Willunga,2010,25466,7715,3374,1993,77,38756,41470
403041089,Woodcroft,2010,22585,1774,2273,6146,237,38536,40384
404011090,Beverley,2010,22323,4462,1569,3857,164,42590,44042
404011091,Flinders Park,2010,24381,6136,2348,7338,299,40768,42331
404011092,Henley Beach,2010,26408,10117,2404,8731,436,49935,49396
404011093,Hindmarsh - Brompton,2010,20838,3851,1935,8627,366,42433,43648
404011094,Royal Park - Hendon - Albert Park,2010,19283,3284,1791,2949,121,41145,42726
404011095,Seaton - Grange,2010,24397,7264,2598,8462,375,44307,44815
404011096,West Lakes,2010,26117,11919,3024,8885,445,50033,48614
404011097,Woodville - Cheltenham,2010,19822,3892,1734,7371,296,40103,41573
404021098,Dry Creek - South,2010,0,0,0,0,0,0,0
404021099,Largs Bay - Semaphore,2010,21995,5068,2188,8027,368,45868,46623
404021100,North Haven,2010,24442,5256,2580,7781,355,45569,46268
404021101,Port Adelaide,2010,18176,3790,1956,5315,215,40533,41830
404021102,The Parks,2010,18886,2854,1614,7620,292,38322,39885
404021103,Torrens Island,2010,0,0,0,0,0,0,0
404031104,Adelaide Airport,2010,0,918,0,8,1,56711,56137
404031105,Fulham,2010,27204,8964,2060,1595,72,44814,45784
404031106,Lockleys,2010,26131,7591,2063,7139,317,44334,43850
404031107,Plympton,2010,23804,6237,1818,13153,566,42994,44153
404031108,Richmond (SA),2010,22296,4672,1656,8618,373,43267,43926
404031109,West Beach,2010,27314,8965,2060,2758,124,44829,45761
405011110,Barossa - Angaston,2010,22860,6049,1917,3456,138,39803,41504
405011111,Light,2010,22380,4376,1279,4501,180,39981,41804
405011112,Lyndoch,2010,22536,5824,1833,3248,141,43290,44505
405011113,Mallala,2010,20150,6213,1263,1626,64,39290,41115
405011114,Nuriootpa,2010,21526,4714,1214,3458,141,40793,42277
405011115,Tanunda,2010,21185,8671,1248,2821,130,46039,45848
405021116,Clare,2010,20712,8403,2315,2451,97,39384,39582
405021117,Gilbert Valley,2010,20868,7076,2038,2687,94,34781,36131
405021118,Goyder,2010,18494,5761,1749,2183,68,31103,33570
405021119,Wakefield - Barunga West,2010,18477,7629,1368,4777,165,34533,35512
405031120,Jamestown,2010,20966,7290,1335,2562,94,36713,37092
405031121,Peterborough - Mount Remarkable,2010,20520,4316,1163,2678,87,32505,36666
405031122,Port Pirie,2010,20127,4232,921,6420,260,40513,42152
405031123,Port Pirie Region,2010,21592,7386,1999,1589,61,38194,40895
405041124,Kadina,2010,20305,9083,1225,2693,113,41776,36724
405041125,Moonta,2010,18924,6284,1594,2037,71,34707,35794
405041126,Wallaroo,2010,24985,4612,2032,1553,53,33977,36074
405041127,Yorke Peninsula - North,2010,20439,8777,1008,3536,121,34241,34218
405041128,Yorke Peninsula - South,2010,21510,6978,1385,2152,63,29290,32467
406011129,Ceduna,2010,18032,5114,1274,1458,58,39708,37405
406011130,Eyre Peninsula,2010,24145,8128,1311,3197,110,34540,34412
406011131,Kimba - Cleve - Franklin Harbour,2010,16163,6200,1558,2575,90,34971,36381
406011132,Le Hunte - Elliston,2010,14816,7769,1163,1396,50,36013,32065
406011133,Port Lincoln,2010,24426,11640,1676,9029,392,43434,39269
406011134,West Coast (SA),2010,19265,6821,1161,2028,75,37002,34764
406011135,Western,2010,0,5026,935,58,2,40119,38203
406011136,Whyalla,2010,20532,3551,1544,10504,506,48138,49970
406011137,Whyalla - North,2010,0,0,0,0,0,0,0
406021138,APY Lands,2010,11993,1857,1158,456,15,33517,33144
406021139,Coober Pedy,2010,22884,3531,1499,799,29,36466,39122
406021140,Flinders Ranges,2010,19209,4422,987,1151,47,40464,42002
406021141,Outback,2010,18085,2529,1156,1410,67,47355,50344
406021142,Port Augusta,2010,21446,3052,1571,6700,300,44750,45814
406021143,Roxby Downs,2010,11118,-1557,576,2618,179,68359,71281
407011144,Goolwa - Port Elliot,2010,23440,7405,3493,5234,173,32968,35248
407011145,Kangaroo Island,2010,24197,7141,1328,2738,87,31708,31550
407011146,Strathalbyn,2010,22501,6293,2200,3619,138,37993,39530
407011147,Strathalbyn Region,2010,23388,6375,2575,3753,141,37488,39431
407011148,Victor Harbor,2010,23793,8678,3037,7097,246,34588,37590
407011149,Yankalilla,2010,23003,8683,2581,2690,93,34476,36082
407021150,Grant,2010,16905,6898,1409,2180,87,39981,39342
407021151,Kingston - Robe,2010,27734,8824,1604,2292,83,36099,32373
407021152,Millicent,2010,20248,7925,1419,3041,122,40243,39612
407021153,Mount Gambier,2010,21303,6725,1379,16557,677,40899,40461
407021154,Naracoorte,2010,17182,9011,1430,3692,138,37296,36325
407021155,Naracoorte Region,2010,18663,8236,2104,1596,52,32623,34033
407021156,Penola,2010,16260,9775,1269,1873,78,41836,36676
407021157,Tatiara,2010,13708,6355,1351,4112,134,32518,34958
407021158,Wattle Range,2010,18341,7347,1323,1589,63,39714,39284
407031159,Barmera,2010,23646,3753,1396,3127,103,32834,35832
407031160,Berri,2010,21624,4817,1386,2610,98,37437,38252
407031161,Karoonda - Lameroo,2010,11034,5814,959,1779,46,25931,31043
407031162,Loxton,2010,16372,3896,801,3203,101,31548,35464
407031163,Loxton Region,2010,17305,7243,740,816,24,29865,32041
407031164,Mannum,2010,19405,5051,1618,2905,96,33146,36040
407031165,Murray Bridge,2010,20306,4427,1674,8383,289,34490,35613
407031166,Murray Bridge Region,2010,19365,4498,2503,1714,58,33550,36264
407031167,Renmark,2010,20240,5106,1234,2454,82,33293,34843
407031168,Renmark Region,2010,20122,6669,2072,2701,95,35083,35414
407031169,The Coorong,2010,19246,6233,2571,3087,94,30451,32361
407031170,Waikerie,2010,14760,5985,1416,3307,111,33504,35137
501011001,Augusta,2010,22441,8560,2471,2875,107,37334,41121
501011002,Busselton,2010,19788,8446,2681,12610,527,41770,41872
501011003,Busselton Region,2010,21617,13094,4068,5449,252,46285,44607
501011004,Margaret River,2010,27007,6854,2918,5055,199,39443,40570
501021005,Australind - Leschenault,2010,18808,4014,2596,8833,466,52756,54818
501021006,Bunbury,2010,20261,7408,2477,9665,497,51386,50840
501021007,Capel,2010,15054,7411,3282,2637,120,45621,48612
501021008,College Grove - Carey Park,2010,20271,7406,2478,3684,189,51381,50846
501021009,Collie,2010,20746,4830,1198,4662,252,54091,57947
501021010,Dardanup,2010,20542,10117,3302,1803,87,48216,51856
501021011,Davenport,2010,0,0,0,5,0,46610,38399
501021012,Eaton - Pelican Point,2010,20439,3476,1877,5926,299,50510,53458
501021013,Gelorup - Dalyellup - Stratham,2010,19664,7485,2523,5681,291,51143,50917
501021014,Harvey,2010,14783,6509,1672,4597,211,45904,47973
501021015,Koombana,2010,20295,7442,2484,3897,200,51397,50824
501021016,Waroona,2010,19693,5842,1438,1924,93,48247,54805
501031017,Bridgetown - Boyup Brook,2010,20552,6116,3239,3539,133,37706,43146
501031018,Donnybrook - Balingup,2010,23394,5941,2740,3164,127,40231,44557
501031019,Manjimup,2010,18460,7588,2482,3125,121,38617,37681
501031020,Pemberton,2010,17244,6635,2204,3033,105,34751,36337
502011021,Dawesville - Bouvard,2010,17893,6332,3749,2727,126,46316,52389
502011022,Falcon - Wannanup,2010,23080,8209,3603,4040,197,48774,51697
502011023,Greenfields,2010,23133,8210,3599,5399,263,48773,51693
502011024,Halls Head - Erskine,2010,23109,8210,3601,9316,454,48774,51699
502011025,Mandurah,2010,23100,8209,3604,4656,227,48776,51693
502011026,Mandurah - East,2010,23037,8766,2036,2410,117,48578,52613
502011027,Mandurah - North,2010,23753,6989,3501,6559,329,50172,52761
502011028,Mandurah - South,2010,23054,8209,3595,5040,246,48777,51695
502011029,Pinjarra,2010,25011,10218,2640,4173,203,48734,53142
503011030,City Beach,2010,29493,35300,5641,4266,439,102971,86612
503011031,Claremont (WA),2010,33417,28009,4865,4813,436,90534,77957
503011032,Cottesloe,2010,38744,46647,8721,5004,570,113892,84413
503011033,Floreat,2010,27885,14243,3019,4636,325,70025,66162
503011034,Mosman Park - Peppermint Grove,2010,33833,44943,8141,6254,623,99609,71621
503011035,Nedlands - Dalkeith - Crawley,2010,35371,38131,6813,10969,1174,106981,81565
503011036,Swanbourne - Mount Claremont,2010,33324,28011,4864,4999,453,90517,77945
503021037,Kings Park (WA),2010,1672,9806,0,24,2,60757,58265
503021038,Mount Hawthorn - Leederville,2010,27758,8026,2978,6391,398,62224,59845
503021039,Mount Lawley - Inglewood,2010,22781,15993,3135,9977,679,68043,61155
503021040,North Perth,2010,19706,7994,2773,5201,327,62866,60788
503021041,Perth City,2010,23346,12856,6099,17757,1112,62610,57779
503021042,Subiaco - Shenton Park,2010,29237,20620,7834,9749,820,84088,71978
503021043,Wembley - West Leederville - Glendalough,2010,27393,12916,3122,10619,734,69098,64794
504011044,Bassendean - Eden Hill - Ashfield,2010,22445,3352,2446,8031,380,47337,49253
504011045,Bayswater - Embleton - Bedford,2010,20078,4950,2391,12736,664,52156,53714
504011046,Maylands,2010,19572,6154,4445,7867,421,53486,52202
504011047,Morley,2010,23448,5279,2407,12125,548,45156,46692
504011048,Noranda,2010,23512,5210,2398,4824,217,45002,46572
504021049,Chidlow,2010,24589,7023,2794,1616,80,49539,51676
504021050,Glen Forrest - Darlington,2010,25922,9553,3991,4485,255,56799,58091
504021051,Helena Valley - Koongamia,2010,19777,5710,2492,2634,125,47510,48560
504021052,Malmalling - Reservoir,2010,0,7166,0,10,1,52893,53585
504021053,Mundaring,2010,21527,5987,3372,7878,406,51466,54350
504021054,Swan View - Greenmount - Midvale,2010,19618,5667,2476,6793,322,47441,48516
504031055,Avon Valley National Park,2010,0,0,0,0,0,0,0
504031056,Ballajura,2010,20437,3290,2610,11097,500,45049,46051
504031057,Beechboro,2010,21840,2398,1963,8594,381,44276,45787
504031058,Bullsbrook,2010,25234,8069,3507,2580,134,52070,53886
504031059,Ellenbrook,2010,23270,5347,4278,13080,701,53558,54664
504031060,Gidgegannup,2010,18904,9662,5584,1553,90,57933,62089
504031061,Hazelmere - South Guildford,2010,19684,10084,3557,2041,109,53342,52664
504031062,Lockridge - Kiara,2010,21430,5684,2872,4507,222,49320,50326
504031063,Malaga,2010,0,34373,429,178,11,59725,48178
504031064,Melaleuca - Lexia,2010,0,252,0,0,0,0,0
504031065,Middle Swan - Herne Hill,2010,19554,5665,2472,2933,139,47440,48516
504031066,Midland - Guildford,2010,19677,6596,2728,5414,263,48593,49300
504031067,Stratton - Jane Brook,2010,19724,5666,2480,3798,180,47447,48521
504031068,The Vines,2010,23144,4802,4101,3023,159,52672,53988
504031069,Walyunga National Park,2010,0,0,0,0,0,0,0
505011070,Craigie - Beldon,2010,21405,7765,4536,6182,336,54323,54257
505011071,Currambine - Kinross,2010,18954,4750,5567,8523,475,55682,56705
505011072,Duncraig,2010,23370,9162,4046,10239,593,57875,58182
505011073,Greenwood - Warwick,2010,23955,3329,2403,8790,421,47875,50387
505011074,Heathridge - Connolly,2010,20752,4702,4171,6640,337,50807,52267
505011075,Hillarys,2010,21658,9741,4760,6938,394,56775,55680
505011076,Iluka - Burns Beach,2010,19112,4750,5557,3768,210,55683,56712
505011077,Joondalup - Edgewater,2010,20784,4703,4173,8746,444,50812,52263
505011078,Kingsley,2010,22731,5529,3309,8720,460,52792,53796
505011079,Mullaloo - Kallaroo,2010,21251,7188,4471,7076,380,53629,53859
505011080,Ocean Reef,2010,20753,4702,4172,5165,262,50805,52267
505011081,Padbury,2010,21669,9742,4754,5435,309,56780,55682
505011082,Sorrento - Marmion,2010,24652,16055,4328,6578,426,64699,59662
505011083,Woodvale,2010,22713,5531,3310,6076,321,52802,53802
505021084,Balcatta - Hamersley,2010,21622,8619,7895,9219,484,52513,52064
505021085,Balga - Mirrabooka,2010,18489,1542,1876,8666,352,40637,42137
505021086,Dianella,2010,23435,11094,3175,14015,727,51877,50318
505021087,Herdsman,2010,0,0,0,0,0,0,0
505021088,Innaloo - Doubleview,2010,24241,9833,3081,9488,573,60374,60632
505021089,Karrinyup - Gwelup - Carine,2010,24388,12184,3579,12222,757,61918,60276
505021090,Nollamara - Westminster,2010,18566,1623,1925,7241,295,40709,42180
505021091,Osborne Park Industrial,2010,145,0,0,0,0,0,0
505021092,Scarborough,2010,24201,9685,3361,9501,575,60543,59667
505021093,Stirling - Osborne Park,2010,20821,9513,9105,8040,422,52520,50849
505021094,Trigg - North Beach - Watermans Bay,2010,23440,17646,4740,4783,325,67881,62155
505021095,Tuart Hill - Joondanna,2010,22447,6041,2449,6951,349,50194,50661
505021096,Wembley Downs - Churchlands - Woodlands,2010,24242,9736,3212,8104,489,60351,60040
505021097,Yokine - Coolbinia - Menora,2010,22804,10622,2883,9155,523,57073,54228
505031098,Alexander Heights - Koondoola,2010,18754,1804,2390,5976,247,41283,43126
505031099,Butler - Merriwa - Ridgewood,2010,19747,2175,5570,10057,493,49019,51449
505031100,Carramar,2010,18548,3669,5930,6278,316,50399,51283
505031101,Clarkson,2010,22586,3403,5482,6247,302,48303,50723
505031102,Girrawheen,2010,18704,1804,2387,4295,177,41287,43128
505031103,Madeley - Darch - Landsdale,2010,20894,4532,3476,10923,551,50438,52027
505031104,Marangaroo,2010,18706,1804,2394,5423,224,41287,43125
505031105,Mindarie - Quinns Rocks - Jindalee,2010,22360,3246,5492,9332,452,48398,50819
505031106,Neerabup National Park,2010,0,0,0,0,0,0,0
505031107,Tapping - Ashby - Sinagra,2010,22437,5354,3520,7186,363,50448,51707
505031108,Wanneroo,2010,20779,5525,3371,13158,666,50602,51848
505031109,Yanchep,2010,18101,4210,4872,4023,191,47340,50691
506011110,Armadale - Wungong - Brookdale,2010,22093,4477,3561,8670,414,47720,48436
506011111,Ashendon - Lesley,2010,0,0,0,0,0,0,0
506011112,Camillo - Champion Lakes,2010,19471,5581,3067,3049,143,47020,48154
506011113,Forrestdale - Harrisdale - Piara Waters,2010,22162,4477,3555,3982,190,47719,48434
506011114,Kelmscott,2010,19504,5576,3072,5814,274,47034,48154
506011115,Mount Nasura - Mount Richon - Bedfordale,2010,22072,4476,3562,3913,187,47727,48432
506011116,Roleystone,2010,19419,5580,3068,3931,185,47029,48147
506011117,Seville Grove,2010,22144,4476,3558,4921,235,47719,48432
506021118,Belmont - Ascot - Redcliffe,2010,19203,6247,2424,7739,402,51875,52771
506021119,East Victoria Park - Carlisle,2010,21618,3526,2295,9165,469,51129,52369
506021120,Kewdale Commercial,2010,0,0,0,0,0,0,0
506021121,Perth Airport,2010,2951,3034,0,30,1,46014,49440
506021122,Rivervale - Kewdale - Cloverdale,2010,19742,2853,2325,12166,582,47824,50223
506021123,Victoria Park - Lathlain - Burswood,2010,24952,7048,2388,8680,472,54315,53605
506031124,Bentley - Wilson - St James,2010,22074,3918,2399,9622,399,41471,42386
506031125,Canning Vale - West,2010,20526,4439,2878,6210,323,52006,53852
506031126,Canning Vale Commercial,2010,0,0,0,0,0,0,0
506031127,Cannington - Queens Park,2010,20655,3826,2347,8478,375,44207,45301
506031128,Parkwood - Ferndale - Lynwood,2010,22818,5826,2983,8012,382,47665,48399
506031129,Riverton - Shelley - Rossmoyne,2010,23907,11289,2844,7988,443,55426,54908
506031130,Welshpool,2010,5886,28350,1001,156,10,64200,53960
506031131,Willetton,2010,20416,4438,2877,10634,553,51997,53847
506041132,Beckenham - Kenwick - Langford,2010,21054,3364,2617,10082,445,44122,45399
506041133,Canning Vale - East,2010,20479,4433,2879,12538,652,51987,53835
506041134,Gosnells,2010,21097,3340,2924,10514,481,45758,47160
506041135,Huntingdale - Southern River,2010,21120,3341,2922,7967,365,45760,47158
506041136,Maddington - Orange Grove - Martin,2010,20567,4669,3890,6386,274,42881,43897
506041137,Thornlie,2010,19426,2359,3522,13544,616,45474,47479
506051138,Forrestfield - Wattle Grove,2010,21106,3842,2899,9503,448,47097,48771
506051139,High Wycombe,2010,23864,5176,4147,7139,362,50736,51777
506051140,Kalamunda - Maida Vale - Gooseberry Hill,2010,24146,9440,4601,9065,488,53883,54350
506051141,Lesmurdie - Bickley - Carmel,2010,24196,10849,4696,7157,395,55187,55567
506061142,Byford,2010,23976,7410,3744,4571,240,52500,52340
506061143,Mundijong,2010,24090,9652,1907,3409,178,52278,52694
506061144,Serpentine - Jarrahdale,2010,23285,8000,3257,2083,102,49166,53035
506071145,Como,2010,23361,11943,2638,8211,486,59216,57002
506071146,Manning - Waterford,2010,23377,11944,2638,6723,398,59213,57005
506071147,South Perth - Kensington,2010,25271,19351,4764,10459,772,73847,66120
507011148,Banjup,2010,20948,4038,2643,8380,449,53579,54433
